Date,Device,Address,Clicks,Visitors,Group
2023-05-19,Laptop,fyttlyf/personal/campaign/hvreward-enroll///,12,44,Experiment
2023-05-19,Other,fyttlyf/business/product/business-open-business-account///,12,26,Experiment
2023-05-19,Laptop,fyttlyf/business/product/shipping-address-outside///,15,42,Control
2023-05-19,Laptop,fyttlyf///page-not-found///,25,436,Control
2023-05-19,Laptop,fyttlyf/business/product/business-accept-payments///,26,415,Experiment
2023-05-19,Mobile,fyttlyf/personal/product/start-selling///,1,15,Control
2023-05-19,Other,fyttlyf/business/product/recurring-payments-subscriptions///,2,32,Control
2023-05-19,Other,fyttlyf/personal//gaming///,9,21,Control
2023-05-19,Laptop,fyttlyf/enterprise/product/enterprise-pay-later///,14,27,Experiment
2023-05-19,Mobile,fyttlyf/business/product/business-pos-system/contact-sales///,6,15,Experiment
2023-05-19,Laptop,fyttlyf/business/product/traffic-booster/storeya///,12,18,Experiment
2023-05-19,Tablet,fyttlyf/both/security/security///,15,24,Control
2023-05-19,Other,fyttlyf/business/product/business-accept-payments/checkout///,6,29,Control
2023-05-19,Mobile,fyttlyf/personal/product/digital-wallet-manage-money///,8,20,Experiment
2023-05-19,Mobile,fyttlyf/business/product/business-operations/reporting-tools///,8,28,Experiment
2023-05-19,Laptop,fyttlyf/business/product/business-operations/returns///,4,23,Experiment
2023-05-19,Laptop,fyttlyf/business/product/business-operations/reporting-tools///,11,35,Control
2023-05-19,Other,fyttlyf/enterprise/product/enterprise-pay-later///,11,25,Control
2023-05-19,Laptop,fyttlyf/enterprise/product/enterprise-payment-methods///,12,11,Control
2023-05-19,Tablet,fyttlyf/enterprise/product/enterprise-pay-later-messaging///,4,16,Control
2023-05-19,Laptop,fyttlyf///pay-with-rewards-amex///,6,18,Experiment
2023-05-19,Mobile,fyttlyf/personal//non-profits-fundraising-donate-button///,7,25,Experiment
2023-05-19,Laptop,fyttlyf/business/product/business-operations/dispute-management///,1,18,Control
2023-05-19,Other,fyttlyf/personal/product/digital-wallet-manage-money/cash-check///,1,33,Experiment
2023-05-19,Other,fyttlyf/business/product/business-financial-services/credit-card///,12,24,Experiment
2023-05-19,Other,fyttlyf/business/product/business-accept-payments/checkout/integration///,9,4,Experiment
2023-05-19,Other,fyttlyf/business//chasefreedom5///,11,15,Control
2023-05-19,Laptop,fyttlyf/personal/product/digital-wallet-send-receive-money/start-selling///,0,8,Experiment
2023-05-19,Tablet,fyttlyf/business/campaign/campaigns-business/sign-up///,12,1,Control
2023-05-19,Other,fyttlyf/enterprise/product/enterprise-platform///,9,3,Control
2023-05-19,Laptop,fyttlyf/personal//country-worldwide///,4,18,Experiment
2023-05-19,Mobile,fyttlyf///credit-easy-payments-offer-end///,8,27,Control
2023-05-19,Tablet,fyttlyf/both/security/security///,5,12,Experiment
2023-05-19,Laptop,fyttlyf///pay-with-rewards-scorecard///,13,35,Control
2023-05-19,Laptop,fyttlyf/business/product/traffic-booster/storeya///,8,24,Control
2023-05-19,Other,fyttlyf/business/product/business-pos-system/terminal///,8,19,Control
2023-05-19,Laptop,fyttlyf/business/legal/fyttlyf-business-loan-faq///,8,16,Experiment
2023-05-19,Tablet,fyttlyf/personal/product/digital-wallet-manage-money/add-cash///,5,13,Control
2023-05-19,Laptop,fyttlyf/personal/campaign/campaigns-taxes///,14,44,Experiment
2023-05-19,Mobile,fyttlyf/business/product/business-accept-payments/checkout/recurring///,1,13,Experiment
2023-05-19,Tablet,fyttlyf/business/product/business-open-business-account///,7,15,Control
2023-05-19,Other,fyttlyf/personal/product/digital-wallet-send-receive-money/send-money///,9,20,Experiment
2023-05-19,Other,fyttlyf/business/product/getting-started-fundraise///,9,18,Experiment
2023-05-19,Tablet,fyttlyf/personal//fyttlyf-credit-signin///,4,13,Experiment
2023-05-19,Other,fyttlyf/business/product/business-accept-payments/checkout/recurring///,3,15,Control
2023-05-19,Tablet,fyttlyf/personal/campaign/campaigns-digital-wallet/ways-to-pay/affiliate///,14,18,Control
2023-05-19,Laptop,fyttlyf/personal//send-money-to-latin-america///,2,35,Control
2023-05-19,Laptop,fyttlyf/personal/product/digital-wallet-deals-rewards///,5,25,Experiment
2023-05-19,Laptop,fyttlyf/business/product/donations-fyttlyf-giving-fund-updates///,15,13,Experiment
2023-05-19,Mobile,fyttlyf/business/product/business-pos-system/pricing///,37,251,Control
2023-05-19,Mobile,fyttlyf/personal//fyttlyf-credit-offer-start///,840,6725,Control
2023-05-19,Laptop,fyttlyf/personal//intro-offer4///,9,14,Experiment
2023-05-19,Mobile,fyttlyf/business/product/business-pos-system/software///,21,150,Control
2023-05-19,Laptop,fyttlyf/general//pay-with-rewards-chase///,149,2761,Control
2023-05-19,Mobile,fyttlyf/business/product/business-platforms-and-marketplaces///,45,207,Control
2023-05-19,Laptop,fyttlyf/personal/product/digital-wallet-manage-money/add-cash///,114,779,Control
2023-05-19,Mobile,fyttlyf/both/security/security///,61,354,Control
2023-05-19,Mobile,fyttlyf/business//merchant-fees///,29,205,Experiment
2023-05-19,Laptop,fyttlyf/personal//fyttlyf-credit-how-it-works///,0,72,Control
2023-05-19,Other,fyttlyf/personal/sem/pay-with-rewards-capitalone///,8,21,Control
2023-05-19,Laptop,fyttlyf/business/product/business-platforms-and-marketplaces///,43,227,Control
2023-05-19,Mobile,fyttlyf/personal/campaign/campaigns-taxes///,46,358,Control
2023-05-19,Laptop,fyttlyf/business/product/business-pos-system/pricing///,12,156,Control
2023-05-19,Mobile,fyttlyf/consumer/campaign/uchooserewards///,12,47,Experiment
2023-05-19,Mobile,fyttlyf/both/security/security-protect-your-account///,16,48,Experiment
2023-05-19,Mobile,fyttlyf/personal/product/digital-wallet-manage-money///,38,148,Control
2023-05-19,Other,fyttlyf/business/product/business-open-business-account///,1,7,Control
2023-05-19,Laptop,fyttlyf/business/product/business-financial-services/working-capital///,5,52,Control
2023-05-19,Mobile,fyttlyf/both/security/security///,11,60,Experiment
2023-05-19,Laptop,fyttlyf/personal/product/digital-wallet-deals-rewards///,17,71,Control
2023-05-19,Other,fyttlyf/both/security/security-learn-about-fake-messages///,18,117,Control
2023-05-19,Other,fyttlyf/both/product/digital-wallet-mobile-apps///,12,87,Control
2023-05-19,Laptop,fyttlyf/enterprise/product/enterprise-pay-later-messaging///,12,288,Control
2023-05-19,Mobile,fyttlyf/personal/campaign/hvreward-enroll///,14,17,Experiment
2023-05-19,Mobile,fyttlyf/business/product/business-operations///,18,52,Control
2023-05-19,Laptop,fyttlyf/personal/product/digital-wallet-send-receive-money/request-money///,42,258,Control
2023-05-19,Mobile,fyttlyf///pay-with-rewards-amex///,21,57,Control
2023-05-19,Mobile,fyttlyf/enterprise/product/enterprise-accelerate-growth///,19,45,Control
2023-05-19,Mobile,fyttlyf/personal/product/digital-wallet-ways-to-pay/fyttlyf-honey///,30,175,Control
2023-05-19,Laptop,fyttlyf/business//business-roadmap///,16,744,Control
2023-05-19,Mobile,fyttlyf/personal//offers///,31,467,Experiment
2023-05-19,Mobile,fyttlyf/consumer/campaign/pay-with-rewards-bofa///,3,20,Experiment
2023-05-19,Laptop,fyttlyf/business/product/business-financial-services/business-loan///,9,33,Experiment
2023-05-19,Laptop,fyttlyf/personal/product/digital-wallet-ways-to-pay/checkout-with-fyttlyf///,14,44,Control
2023-05-19,Other,fyttlyf/honey/redirect////,12,19,Control
2023-05-19,Mobile,fyttlyf/business/product/mobile-apps-business-app///,20,56,Control
2023-05-19,Laptop,fyttlyf///fyttlyf-credit-promo///,13,71,Control
2023-05-19,Mobile,fyttlyf/business/product/business-pos-system/terminal///,22,137,Control
2023-05-19,Mobile,fyttlyf/enterprise/product/enterprise-pay-later-messaging///,0,39,Control
2023-05-19,Mobile,fyttlyf/both/security/security-protect-personal-info///,15,18,Experiment
2023-05-19,Mobile,fyttlyf/business/product/business-financial-services/working-capital///,11,22,Experiment
2023-05-19,Mobile,fyttlyf/personal//fyttlyf-credit-payment-security-offer-end///,15,30,Control
2023-05-19,Mobile,fyttlyf///page-not-found///,22,505,Control
2023-05-19,Other,fyttlyf/enterprise/product/enterprise-pay-later-messaging///,9,15,Control
2023-05-19,Mobile,fyttlyf/honey/redirect////,6,20,Control
2023-05-19,Mobile,fyttlyf/personal/sem/pay-with-rewards-wellsfargo///,0,32,Experiment
2023-05-19,Tablet,fyttlyf/personal//offers///,2,34,Control
2023-05-19,Other,fyttlyf/sem//account-selection-signup///,6,25,Experiment
2023-05-19,Other,fyttlyf/business/product/recurring-payments-subscriptions///,12,17,Experiment
2023-05-19,Laptop,fyttlyf/both/security/security-protect-your-devices///,5,19,Experiment
2023-05-19,Mobile,fyttlyf/business/product/shipping-address-outside///,3,15,Experiment
2023-05-19,Mobile,fyttlyf/enterprise/product/enterprise-make-payments///,10,61,Control
2023-05-19,Other,fyttlyf/personal//nfp///,7,27,Control
2023-05-19,Laptop,fyttlyf/business/product/business-contact-sales/thank-you///,10,39,Experiment
2023-05-19,Mobile,fyttlyf///extras-credit-card-benefits///,6,41,Control
2023-05-19,Other,fyttlyf/business/product/business-accept-payments/qr-code///,9,14,Experiment
2023-05-19,Laptop,fyttlyf/both/security/security-learn-about-scams///,3,32,Experiment
2023-05-19,Tablet,fyttlyf/business/campaign/campaigns-business/accept-more-payments///,9,18,Experiment
2023-05-19,Laptop,fyttlyf/business/product/education///,13,25,Control
2023-05-19,Other,fyttlyf/personal/product/shopping-selection///,4,20,Experiment
2023-05-19,Laptop,fyttlyf/business/product/business-platforms-and-marketplaces/solutions///,11,13,Control
2023-05-19,Laptop,fyttlyf/personal/product/start-selling///,2,9,Experiment
2023-05-19,Mobile,fyttlyf/personal//gaming///,10,48,Control
2023-05-19,Laptop,fyttlyf///pay-with-rewards-citi///,8,12,Experiment
2023-05-19,Other,fyttlyf/business//zettle-offer-0///,5,17,Control
2023-05-19,Laptop,fyttlyf/enterprise/product/enterprise-product-spotlight///,6,28,Control
2023-05-19,Other,fyttlyf/business//business-roadmap///,3,26,Experiment
2023-05-19,Other,fyttlyf/enterprise/product/enterprise-streamline-operations///,12,25,Control
2023-05-19,Mobile,fyttlyf/both/security/security-learn-about-scams///,3,40,Control
2023-05-19,Other,fyttlyf/business/product/business-financial-services/business-loan///,5,24,Experiment
2023-05-19,Other,fyttlyf/enterprise/product/enterprise-accept-payments///,20,8,Experiment
2023-05-19,Mobile,main/consappdownload/xsell////APP_REDIRECT/,8,9,Control
2023-05-19,Tablet,fyttlyf/personal/product/digital-wallet-ways-to-pay/rewards-points///,2,25,Control
2023-05-19,Laptop,fyttlyf///disputes-chargebacks///,4,28,Experiment
2023-05-19,Laptop,fyttlyf/personal/campaign/weekoneoffer-terms///,17,18,Experiment
2023-05-19,Mobile,fyttlyf/business/product/business-operations/mass-payments///,9,31,Control
2023-05-19,Laptop,fyttlyf/business/product/shipping-address-outside///,3,24,Experiment
2023-05-19,Tablet,fyttlyf///elan///,4,30,Control
2023-05-19,Tablet,fyttlyf/personal/product/digital-wallet-ways-to-pay///,7,23,Experiment
2023-05-19,Other,fyttlyf/business/product/business-operations/risk-management///,7,11,Control
2023-05-19,Mobile,fyttlyf/general//political-contributions-donations///,2,29,Control
2023-05-19,Tablet,fyttlyf/personal//fyttlyf-credit-offer-start///,5,13,Control
2023-05-19,Mobile,fyttlyf/personal//ct///,6402,21335,Experiment
2023-05-19,Laptop,fyttlyf/personal//fyttlyf-credit-offer-start///,502,1727,Control
2023-05-19,Mobile,fyttlyf/personal/product/digital-wallet-send-receive-money/request-money///,74,266,Control
2023-05-19,Mobile,fyttlyf/business/product/recurring-payments-subscriptions///,186,879,Control
2023-05-19,Laptop,fyttlyf/enterprise/product/enterprise-accept-payments///,11,394,Control
2023-05-19,Laptop,fyttlyf/personal/product/digital-wallet-manage-money/fyttlyf-debit-card///,141,1071,Control
2023-05-19,Laptop,fyttlyf/personal/product/digital-wallet-manage-money/crypto///,87,601,Control
2023-05-19,Laptop,fyttlyf/personal/buy/fees///,498,3086,Control
2023-05-19,Mobile,fyttlyf/personal/product/digital-wallet-send-receive-money///,38,78,Experiment
2023-05-19,Laptop,fyttlyf///about-payment-methods///,115,1238,Experiment
2023-05-19,Laptop,fyttlyf/business/product/business-pos-system///,22,89,Experiment
2023-05-19,Laptop,fyttlyf/general//pay-with-rewards-chase///,13,336,Experiment
2023-05-19,Mobile,fyttlyf/personal/buy/fyttlyf-benefits///,14,43,Control
2023-05-19,Mobile,fyttlyf/business/product/business-operations/risk-management///,11,72,Control
2023-05-19,Mobile,fyttlyf/personal/campaign/campaigns-digital-wallet/ways-to-pay/affiliate///,370,692,Experiment
2023-05-19,Laptop,fyttlyf/personal/product/digital-wallet-ways-to-pay/pay-with-qr-code///,54,296,Control
2023-05-19,Laptop,fyttlyf///money-holds///,6,85,Control
2023-05-19,Mobile,fyttlyf/business/product/business-pos-system///,279,1094,Control
2023-05-19,Mobile,fyttlyf/business/product/business-pos-system/card-reader///,20,113,Experiment
2023-05-19,Mobile,fyttlyf/personal/product/digital-wallet-ways-to-pay///,53,114,Experiment
2023-05-19,Laptop,fyttlyf/personal/product/digital-wallet-ways-to-pay/fyttlyf-honey///,7,43,Experiment
2023-05-19,Other,fyttlyf/business/campaign/campaigns-business/sign-up///,0,59,Experiment
2023-05-19,Mobile,fyttlyf/business/product/business-financial-services///,30,50,Experiment
2023-05-19,Mobile,fyttlyf///fyttlyf-credit-promo///,12,45,Control
2023-05-19,Mobile,fyttlyf///spotify-premium-offer///,177,554,Control
2023-05-19,Laptop,fyttlyf/business/product/cvs-qr-code///,6,41,Control
2023-05-19,Other,fyttlyf///about-payment-methods///,3,55,Experiment
2023-05-19,Laptop,fyttlyf/personal/product/digital-wallet-ways-to-pay/rewards-points///,10,35,Experiment
2023-05-19,Mobile,fyttlyf/business/product/business-financial-services/debit-card///,16,14,Experiment
2023-05-19,Mobile,fyttlyf/personal/campaign/weekoneoffer-enroll///,22,36,Experiment
2023-05-19,Other,fyttlyf///spotify-premium-offer///,11,56,Control
2023-05-19,Other,fyttlyf/personal//fyttlyf-credit-signin///,2,19,Experiment
2023-05-19,Mobile,fyttlyf/business/product/fyttlyf-working-capital/pre-approval///,4,24,Experiment
2023-05-19,Mobile,fyttlyf///pay-with-rewards-citi///,16,36,Control
2023-05-19,Mobile,fyttlyf/personal//ct///,7,194222,Control
2023-05-19,Laptop,fyttlyf/business//zettle-offer-0///,6,18,Control
2023-05-19,Laptop,fyttlyf/personal//nfp///,8,38,Control
2023-05-19,Laptop,fyttlyf/personal/product/digital-wallet-send-receive-money/start-selling///,14,80,Control
2023-05-19,Laptop,fyttlyf/business/product/business-contact-sales///,63,283,Control
2023-05-19,Mobile,fyttlyf/business/product/business-accept-payments/checkout/recurring///,16,59,Control
2023-05-19,Laptop,fyttlyf/personal//fyttlyf-credit-payment-security-offer-end///,12,45,Control
2023-05-19,Laptop,fyttlyf/personal//travel///,18,31,Experiment
2023-05-19,Other,fyttlyf/personal//offers///,11,43,Control
2023-05-19,Other,fyttlyf/business/product/business-accept-payments///,7,35,Experiment
2023-05-19,Other,fyttlyf/business/product/business-pos-system/software///,8,23,Control
2023-05-19,Laptop,fyttlyf/both/security/security-learn-about-fake-messages///,24,334,Experiment
2023-05-19,Mobile,fyttlyf/business/product/fyttlyf-prepaid-mastercard///,17,20,Experiment
2023-05-19,Tablet,fyttlyf/business//merchant-fees///,7,19,Control
2023-05-19,Other,fyttlyf/business/product/business-pos-system///,6,11,Experiment
2023-05-19,Laptop,fyttlyf/personal/product/digital-wallet-manage-money/crypto///,18,86,Experiment
2023-05-19,Laptop,fyttlyf/business//cashback-faq///,7,19,Experiment
2023-05-19,Other,fyttlyf/business/product/getting-started-fundraise///,4,27,Control
2023-05-19,Other,fyttlyf/personal/campaign/hvreward-enroll///,12,17,Control
2023-05-19,Other,fyttlyf/business/product/business-contact-sales/thank-you///,7,19,Experiment
2023-05-19,Other,fyttlyf/personal//send-money-to-india///,9,24,Experiment
2023-05-19,Tablet,fyttlyf/personal/product/digital-wallet-manage-money/fyttlyf-debit-card///,8,12,Control
2023-05-19,Mobile,fyttlyf/business/campaign/campaigns-business/all-in-one-solution///,17,193,Experiment
2023-05-19,Laptop,fyttlyf/personal/product/start-selling///,19,26,Control
2023-05-19,Tablet,fyttlyf/business/campaign/campaigns-business/accept-more-payments///,9,11,Control
2023-05-19,Mobile,fyttlyf/personal//send-money-to-latin-america///,9,24,Experiment
2023-05-19,Laptop,fyttlyf/general//political-contributions-donations///,14,19,Experiment
2023-05-19,Mobile,fyttlyf/personal/product/digital-wallet-seller-profile///,5,18,Experiment
2023-05-19,Mobile,fyttlyf///fyttlyf-credit-promo///,3,10,Experiment
2023-05-19,Mobile,fyttlyf/business/product/invite///,2,33,Control
2023-05-19,Other,fyttlyf/consumer/campaign/uchooserewards///,8,25,Control
2023-05-19,Laptop,fyttlyf///fyttlyf-and-your-data///,7,14,Control
2023-05-19,Laptop,fyttlyf///pay-taxes-with-fyttlyf-credit///,5,38,Control
2023-05-19,Other,fyttlyf/business/product/business-accept-payments/checkout/integration///,11,29,Control
2023-05-19,Laptop,fyttlyf/honey/redirect////,3,20,Control
2023-05-19,Mobile,fyttlyf/business/product/business-pos-system/contact-sales/thank-you///,5,9,Experiment
2023-05-19,Tablet,fyttlyf/both/security/security-learn///,4,18,Control
2023-05-19,Other,fyttlyf/business/product/business-accept-payments/checkout/installments///,17,24,Experiment
2023-05-19,Mobile,fyttlyf/business//digital-grocery-payment-solutions-report///,12,20,Control
2023-05-19,Mobile,fyttlyf/personal/product/digital-wallet-send-receive-money/send-money///,169,909,Control
2023-05-19,Mobile,fyttlyf/both/security/security-report-suspicious-messages///,52,547,Control
2023-05-19,Laptop,fyttlyf/business/product/business-accept-payments/invoice///,84,266,Control
2023-05-19,Mobile,fyttlyf/personal/product/welcome///,14,27,Control
2023-05-19,Mobile,fyttlyf/both/security/security-report-fraud///,63,340,Control
2023-05-19,Laptop,fyttlyf/personal/product/digital-wallet-send-receive-money///,43,136,Experiment
2023-05-19,Mobile,fyttlyf/business/product/business-financial-services/credit-card///,72,196,Experiment
2023-05-19,Mobile,fyttlyf/both/product/digital-wallet-mobile-apps///,19,174,Experiment
2023-05-19,Other,fyttlyf/business/product/business-getstarted///,6,24,Control
2023-05-19,Laptop,fyttlyf/personal//pfs-claim-offer-lp///,186,897,Control
2023-05-19,Laptop,fyttlyf/personal/product/digital-wallet-ways-to-pay/credit-services///,23,100,Experiment
2023-05-19,Laptop,fyttlyf/personal/product/digital-wallet-how-fyttlyf-works///,113,379,Experiment
2023-05-19,Tablet,fyttlyf/personal/product/digital-wallet-send-receive-money///,5,18,Control
2023-05-19,Mobile,fyttlyf/personal/product/digital-wallet-send-receive-money/start-selling///,31,186,Control
2023-05-19,Other,fyttlyf/personal/internal/digital-wallet-manage-money/fyttlyf-cashback-mastercard///,4,56,Control
2023-05-19,Laptop,fyttlyf/personal/product/digital-wallet-manage-money/direct-deposit///,29,151,Control
2023-05-19,Mobile,fyttlyf/business/product/business-pos-system/contact-sales///,8,53,Control
2023-05-19,Tablet,fyttlyf/business/product/business-pos-system///,12,11,Control
2023-05-19,Mobile,fyttlyf/general//pay-with-rewards-discover///,2,51,Control
2023-05-19,Mobile,fyttlyf/business/product/getting-started-fundraise///,9,22,Experiment
2023-05-19,Tablet,fyttlyf/personal/product/digital-wallet-manage-money/crypto///,8,16,Control
2023-05-19,Laptop,fyttlyf/personal//pfs-claim-offer-lp///,30,109,Experiment
2023-05-19,Laptop,fyttlyf/business//enterprise/buy-now-pay-later///,16,38,Control
2023-05-19,Mobile,fyttlyf/personal/sem/pay-with-rewards-usbank///,14,31,Control
2023-05-19,Mobile,fyttlyf/personal/product/digital-wallet-manage-money/cash-check///,40,131,Control
2023-05-19,Laptop,fyttlyf/business/product/getting-started-fundraise///,8,57,Control
2023-05-19,Other,fyttlyf/business/product/business-pos-system/contact-sales///,1,22,Control
2023-05-19,Mobile,fyttlyf/personal/product/digital-wallet-send-receive-money/send-money///,31,155,Experiment
2023-05-19,Mobile,fyttlyf/business/product/business-operations/risk-management///,8,23,Experiment
2023-05-19,Mobile,fyttlyf/enterprise/product/enterprise-streamline-operations///,7,35,Control
2023-05-19,Laptop,fyttlyf/honey/redirect////,5,10,Experiment
2023-05-19,Laptop,fyttlyf/business/product/business-pos-system/pricing///,6,40,Experiment
2023-05-19,Laptop,fyttlyf/personal/campaign/weekoneoffer-enroll///,29,72,Experiment
2023-05-19,Laptop,fyttlyf/enterprise/product/enterprise-accelerate-growth///,13,29,Control
2023-05-19,Other,fyttlyf/business/product/business-accept-payments/qr-code///,10,25,Control
2023-05-19,Mobile,fyttlyf/enterprise/product/enterprise-optimize-payments-processing///,4,8,Experiment
2023-05-19,Other,fyttlyf/personal/product/digital-wallet-manage-money/direct-deposit///,8,36,Control
2023-05-19,Other,fyttlyf/personal//pfs-claim-offer-lp///,11,20,Experiment
2023-05-19,Laptop,fyttlyf/business/product/fyttlyf-working-capital/pre-approval///,8,26,Control
2023-05-19,Laptop,fyttlyf/enterprise/product/enterprise-streamline-operations///,9,20,Control
2023-05-19,Other,fyttlyf/business/product/business-financial-services/working-capital///,1,17,Control
2023-05-19,Laptop,main/consappdownload/xsell////APP_REDIRECT/,5,15,Control
2023-05-19,Mobile,fyttlyf/business/product/business-raise-support-for-business///,4,14,Control
2023-05-19,Mobile,fyttlyf/business/product/donations-fyttlyf-giving-fund-updates///,13,29,Experiment
2023-05-19,Other,fyttlyf/enterprise/product/enterprise///,5,26,Control
2023-05-19,Laptop,fyttlyf/enterprise/product/enterprise-make-payments///,5,19,Control
2023-05-19,Mobile,fyttlyf/enterprise/product/enterprise-manage-risk///,3,19,Experiment
2023-05-19,Mobile,fyttlyf/personal/homepage/home///,12,5,Control
2023-05-19,Mobile,fyttlyf/enterprise/product/enterprise-platform///,6,32,Control
2023-05-19,Mobile,fyttlyf/business/product/business-operations///,4,4,Experiment
2023-05-19,Laptop,fyttlyf/personal/product/digital-wallet-manage-money/start-saving///,5618,7012,Control
2023-05-19,Laptop,fyttlyf/business/campaign/campaigns-business/contact///,71,861,Experiment
2023-05-19,Other,fyttlyf/both/security/security-report-fraud///,4,21,Control
2023-05-19,Mobile,fyttlyf/personal//nfp///,43,142,Control
2023-05-19,Laptop,fyttlyf/personal//fyttlyf-credit-signin///,436,1564,Control
2023-05-19,Laptop,fyttlyf/personal/product/digital-wallet-send-receive-money/send-money///,201,1019,Control
2023-05-19,Mobile,fyttlyf/personal/sem/pay-with-rewards-capitalone///,17,44,Experiment
2023-05-19,Tablet,fyttlyf/business/product/business-accept-payments///,6,18,Control
2023-05-19,Other,fyttlyf/personal//fyttlyf-credit-signin///,41,85,Control
2023-05-19,Mobile,fyttlyf/business/legal/fyttlyf-business-loan-faq///,8,22,Control
2023-05-19,Other,fyttlyf/business/product/business-pos-system///,11,49,Control
2023-05-19,Laptop,fyttlyf/consumer/campaign/uchooserewards///,11,32,Experiment
2023-05-19,Other,fyttlyf/personal/campaign/campaigns-digital-wallet/ways-to-pay/affiliate///,61,154,Control
2023-05-19,Other,fyttlyf/personal/product/digital-wallet-send-receive-money/request-money///,8,18,Control
2023-05-19,Laptop,fyttlyf/business//enterprise/buy-now-pay-later///,7,22,Experiment
2023-05-19,Mobile,fyttlyf/business/campaign/qr-code-payment-in-stores///,14,28,Control
2023-05-19,Mobile,fyttlyf/business/product/business-operations/returns///,20,26,Control
2023-05-19,Laptop,fyttlyf/personal//fyttlyf-credit-how-it-works///,5,18,Experiment
2023-05-19,Laptop,fyttlyf/general/product/accessibility///,21,39,Experiment
2023-05-19,Mobile,fyttlyf/general/partner/samsung-pay///,8,30,Experiment
2023-05-19,Other,fyttlyf/personal/product/digital-wallet-ways-to-pay/rewards-points///,8,33,Control
2023-05-19,Tablet,fyttlyf/enterprise/product/enterprise-manage-risk///,7,14,Control
2023-05-19,Mobile,fyttlyf/enterprise//enterprise-advanced-fraud-security///,11,23,Control
2023-05-19,Laptop,fyttlyf/business/product/business-accept-payments/checkout/recurring///,13,49,Control
2023-05-19,Laptop,fyttlyf/business/product/business-operations/risk-management///,1,20,Experiment
2023-05-19,Other,fyttlyf/personal//offers///,3,6,Experiment
2023-05-19,Other,fyttlyf/both/security/security-protect-your-account///,15,30,Control
2023-05-19,Tablet,fyttlyf///about-payment-methods///,9,24,Experiment
2023-05-19,Laptop,fyttlyf/general//account-sign-up///,2,15,Control
2023-05-19,Tablet,fyttlyf/business/product/mobile-apps-business-app///,5,7,Control
2023-05-19,Laptop,fyttlyf/business/enterprise/digital-gambling-campaign///,10,20,Control
2023-05-19,Laptop,fyttlyf/both/security/security-protect-your-account///,56,263,Control
2023-05-19,Laptop,fyttlyf/business/product/business-operations///,10,20,Experiment
2023-05-19,Laptop,fyttlyf/personal//google-play-2022///,15,40,Experiment
2023-05-19,Mobile,fyttlyf/business/product/fyttlyf-prepaid-mastercard///,17,82,Control
2023-05-19,Mobile,fyttlyf/personal//travel///,10,34,Experiment
2023-05-19,Tablet,fyttlyf/personal/buy/fees///,23,17,Control
2023-05-19,Laptop,fyttlyf/both/security/security-learn-about-fyttlyf-secure-technology///,5,18,Experiment
2023-05-19,Mobile,fyttlyf/personal//claim-offer-2q-expired///,4,22,Control
2023-05-19,Other,fyttlyf/personal/product/digital-wallet-ways-to-pay/credit-services///,11,25,Experiment
2023-05-19,Laptop,fyttlyf/general//law-enforcement///,9,24,Experiment
2023-05-20,Laptop,fyttlyf///about-payment-methods///,136,1320,Experiment
2023-05-20,Mobile,fyttlyf/general//pay-with-rewards-chase///,104,403,Control
2023-05-20,Mobile,fyttlyf/both/security/security-learn-about-fake-messages///,107,3668,Control
2023-05-20,Laptop,fyttlyf/business/product/business-getstarted///,114,560,Control
2023-05-20,Laptop,fyttlyf///pay-with-rewards-citi///,4,75,Control
2023-05-20,Laptop,fyttlyf/business//business-roadmap///,11,505,Control
2023-05-20,Laptop,fyttlyf/personal/product/digital-wallet-ways-to-pay/credit-services///,190,831,Control
2023-05-20,Laptop,fyttlyf/personal/campaign/campaigns-digital-wallet/ways-to-pay/affiliate///,352,968,Experiment
2023-05-20,Other,fyttlyf/personal//ct///,7,2668,Control
2023-05-20,Mobile,fyttlyf/personal/product/digital-wallet-manage-money/start-saving///,4955,5571,Control
2023-05-20,Mobile,fyttlyf/business/product/business-financial-services/credit-card///,89,368,Experiment
2023-05-20,Mobile,fyttlyf/business/product/business-financial-services/credit-card///,776,2805,Control
2023-05-20,Mobile,fyttlyf/personal/campaign/campaigns-digital-wallet/ways-to-pay/affiliate///,404,676,Experiment
2023-05-20,Laptop,fyttlyf/personal//send-money-to-india///,5,45,Control
2023-05-20,Mobile,fyttlyf/personal/product/digital-wallet-send-receive-money///,248,569,Control
2023-05-20,Mobile,fyttlyf/business/product/business-open-business-account///,361,864,Control
2023-05-20,Laptop,fyttlyf/personal//fyttlyf-credit-faq-offer-end///,40,491,Control
2023-05-20,Laptop,fyttlyf/personal/product/digital-wallet-ways-to-pay/pay-with-rewards///,39,165,Control
2023-05-20,Mobile,fyttlyf/personal//fyttlyf-credit-offer-start///,89,670,Experiment
2023-05-20,Other,fyttlyf/business/campaign/campaigns-business/sign-up///,11,368,Control
2023-05-20,Mobile,fyttlyf/personal/product/digital-wallet-manage-money/add-cash///,69,249,Control
2023-05-20,Mobile,fyttlyf/business/product/business-operations///,16,65,Control
2023-05-20,Mobile,fyttlyf/personal/product/digital-wallet-manage-money/cash-check///,45,157,Control
2023-05-20,Mobile,fyttlyf/personal/product/digital-wallet-send-receive-money/request-money///,63,303,Control
2023-05-20,Mobile,fyttlyf/personal//pfs-claim-offer-lp///,3,19,Experiment
2023-05-20,Laptop,fyttlyf/business/campaign/campaigns-business/all-in-one-solution///,178,7610,Control
